price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model
168000,24812,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,White, Abu Dhabi,Other,land-rover,range-rover-evoque
53000,104000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,White, Sharjah,GLS TOP,mitsubishi,pajero
178000,0,Perfect inside and out,Perfect inside and out,Dealer,Van,6,Manual Transmission,GCC Specs,200 - 300 HP,Diesel,Left Hand Side,2020.0,White, Dubai,Other,toyota,other
59000,48000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Black, Sharjah,F-sport,lexus,gs-series
325000,63000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2013.0,White, Dubai,Other,bentley,continental-gt
90000,80000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Brown, Dubai,S,porsche,cayman
719000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,RS Q8,audi,q8
559000,1179,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,European Specs,400 - 500 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,GLE 53,mercedes-benz,gle-class
67000,44000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Burgundy, Sharjah,SXT 100th Anniversary Edition,dodge,charger
800000,7800,Perfect inside and out,Perfect inside and out,Owner,Sedan,None,Automatic Transmission,GCC Specs,700 - 800 HP,Electric,Left Hand Side,,White, Dubai,Turbo S,porsche,taycan
259000,39000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,HSE,land-rover,range-rover-sport
1390000,34,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,G 63 AMG,mercedes-benz,g-class
127500,118000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016.0,Gold, Sharjah,Xdrive50i,bmw,x6
155000,85839,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Red, Dubai,Other,porsche,macan
350000,49248,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,V 250,mercedes-benz,v-class
169500,47759,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,White, Abu Dhabi,Super Safari,nissan,patrol
258000,88000,Perfect inside and out,Perfect inside and out,Owner,Coupe,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,GT S,bentley,continental
48000,190497,Perfect inside and out,Perfect inside and out,Owner,Sports Car,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016.0,White, Dubai,Other,hyundai,santa-fe
15500,217443,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2009.0,White, Abu Dhabi,SE,land-rover,lr2
646990,2931,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,S 500,mercedes-benz,s-class
24000,99000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Japanese Specs,700 - 800 HP,Gasoline,Left Hand Side,2009.0,Silver, Sharjah,Full Option (short),lexus,ls-series
45000,134068,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014.0,Silver, Dubai,GLS,mitsubishi,pajero
75000,49869,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Standard,mazda,6
150000,0,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,,Brown, Dubai,Other,toyota,camry
23500,206000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2008.0,Black, Dubai,HSE,land-rover,lr3
265000,51000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Blue, Dubai,L S-line,audi,a8
43000,73592,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,Silver, Dubai,Other,ford,ecosport
59999,65000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Orange, Sharjah,Ecoboost Premium,ford,mustang
57000,140000,"No accidents, very few faults",Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,Blue, Abu Dhabi,520i,bmw,5-series
53000,171000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,GTi,volkswagen,gti
195000,60000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,530i,bmw,5-series
300000,36000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,8,Automatic Transmission,European Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,G 500,mercedes-benz,g-class
149000,124000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,Supercharged,land-rover,range-rover-sport
295000,30182,"A bit of wear & tear, all repaired",Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,mercedes-benz,c-class
29900,96800,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,Japanese Specs,Unknown,Gasoline,Left Hand Side,2008.0,Black, Dubai,S 550,mercedes-benz,s-class
29900,159000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,S,nissan,sunny
110000,175387,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Other Color, Dubai,VXR,toyota,fortuner
425000,37407,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,European Specs,600 - 700 HP,Gasoline,Left Hand Side,2009.0,Red, Dubai,Other,ferrari,599gtb
36900,94000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Red, Dubai,Comfortline,volkswagen,jetta
155000,11000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2020.0,Black, Sharjah,CLA250,mercedes-benz,cla
209000,3000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2021.0,Burgundy, Dubai,Lariat,ford,f-series-pickup
159000,119500,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,C63 AMG,mercedes-benz,c-class
160000,65229,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Grey, Dubai,Vogue,land-rover,range-rover
28000,180000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4,Manual Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,Standard,mitsubishi,l200
94900,122000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Blue, Dubai,HSE,land-rover,lr4
72000,31000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Grey, Sharjah,RS,chevrolet,camaro
589000,21817,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,GLS 580,mercedes-benz,gls-class
180000,60023,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Silver, Dubai,Vogue HSE,land-rover,range-rover
32000,95000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,GLS,mitsubishi,lancer
159500,72000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Blue, Dubai,Other,infiniti,q80
120000,194330,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,SE Platinum,nissan,patrol
69000,153000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Standard,audi,s3rs3
80000,21000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2017.0,White, Abu Dhabi,Lusso,fiat,124-spider
1590000,31,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,,White, Dubai,Other,mercedes-benz,s-class
280000,94000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016.0,Blue, Dubai,M5,bmw,5-series
439000,117,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,400 - 500 HP,Gasoline,Left Hand Side,,White, Dubai,Other,jeep,other
55000,126716,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,Other,honda,pilot
90999,39747,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Red, Dubai,Other,cadillac,xts
185000,34000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,45 AMG,mercedes-benz,gla
120000,140026,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Prado VXR,toyota,prado
124000,106000,"No accidents, very few faults",Perfect inside and out,Owner,Coupe,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Silver, Dubai,C300 Sport,mercedes-benz,c-class
135000,79000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,SLE,gmc,yukon
48000,145958,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2011.0,Black, Abu Dhabi,L,audi,a8
190000,148000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,White, Sharjah,740Li,bmw,7-series
299000,65000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Blue, Dubai,L AWD,lincoln,navigator
55000,96359,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Brown, Dubai,Other,kia,quoris
46000,31000,Perfect inside and out,Perfect inside and out,Owner,Sedan,5,Automatic Transmission,North American Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,White, Sharjah,SE,volkswagen,jetta
55000,111170,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Grey, Dubai,Other,volkswagen,gti
35000,3500,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,S,gac,ga3
159000,4000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Black, Dubai,Lariat,ford,f-series-pickup
49000,124000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016.0,Silver, Dubai,SV,nissan,maxima
99000,78000,Perfect inside and out,Perfect inside and out,Dealer,SUV,5,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Brown, Dubai,Other,hyundai,santa-fe
1299000,1,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Brown, Dubai,Other,mercedes-benz,gls-class
157999,23665,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Limited,jeep,grand-cherokee
90000,77000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,White, Ajman,Sahara,jeep,wrangler
249000,102300,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,Brown, Dubai,G 63 AMG,mercedes-benz,g-class
129000,169900,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,SE Platinum City,nissan,patrol
31000,150000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Other,hyundai,accent
103000,9000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,White, Abu Dhabi,SR5,toyota,fortuner
39500,126733,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,SE+,toyota,corolla
35000,88200,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,EX,kia,optima
249000,65000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,Other,maserati,levante
125000,147337,Perfect inside and out,Perfect inside and out,Dealer,SUV,5,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Other,audi,s3rs3
231000,17000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,640i,bmw,6-series
110000,129139,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,Black, Dubai,Other,toyota,prado
1199000,66,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,Other,mercedes-benz,gls-class
139000,60000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,White, Sharjah,Limited,ford,explorer
25000,156078,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012.0,Silver, Dubai,Other,cadillac,srx
157000,120820,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,Other,400 - 500 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Supercharged,land-rover,range-rover-sport
290000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,Blue, Dubai,Other,ford,bronco
73000,228000,"No accidents, very few faults","Minor faults, all fixed",Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Black, Sharjah,C200,mercedes-benz,c-class
105000,4100,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,F Sport,lexus,is-series
334000,30000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,Black, Dubai,Vogue,land-rover,range-rover
16000,488735,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2008.0,Black, Dubai,GLS Top 5 Door,mitsubishi,pajero
185000,132000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,White,Sharjah,Supercharged,land-rover,range-rover-sport
102000,89433,Perfect inside and out,Perfect inside and out,Dealer,Coupe,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Blue, Dubai,428i,bmw,4-series
1610000,15,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,Other,700 - 800 HP,Gasoline,Left Hand Side,,Red, Dubai,Other,ferrari,f8-tributo-spider
64000,62400,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,White, Sharjah,LE,toyota,camry
183000,38000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Grey, Al Ain,Macan S,porsche,macan
208000,0,Perfect inside and out,Perfect inside and out,Dealer,Coupe,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,,Blue, Dubai,Other,fiat,other
239900,16000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2020.0,Other Color, Dubai,Denali,gmc,yukon
249900,84000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Select,lincoln,navigator
47000,120000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016.0,White, Ajman,Limited,honda,accord
42000,211454,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2011.0,White, Abu Dhabi,Supercharged,land-rover,range-rover-sport
92000,62000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,Other,150 - 200 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,Dynamic,land-rover,range-rover-evoque
86100,85000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Manual Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Orange, Dubai,GT,ford,mustang
29500,150000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Grey, Abu Dhabi,Other,chevrolet,traverse
215000,44167,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,Xdrive50i,bmw,x5
269000,83000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016.0,Gold, Dubai,Other,bentley,continental-gt
33000,217000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012.0,White, Dubai,Limited,jeep,grand-cherokee
132000,164000,Perfect inside and out,Perfect inside and out,Owner,Sports Car,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,Grey, Dubai,Srt8,dodge,charger
39000,148000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2012.0,White, Dubai,740i,bmw,7-series
46900,44173,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Manual Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Van Long Body,peugeot,partner
127000,151020,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Other,lexus,gx-series
39000,135000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2012.0,Silver, Dubai,Limited Plus,jeep,grand-cherokee
175000,53013,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,R,volkswagen,golfr
80000,91000,"No accidents, very few faults",Perfect inside and out,Owner,Hard Top Convertible,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Red, Dubai,Z4M,bmw,z4
140000,13816,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,,Grey, Abu Dhabi,GXR,toyota,fj-cruiser
285000,22000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Green, Dubai,CLS 350,mercedes-benz,cls-class
133000,100948,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Black, Dubai,Titanium,lexus,lx-series
630000,23545,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2012.0,Red, Dubai,Roadster,mercedes-benz,sls
28000,171817,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,White, Abu Dhabi,LS,chevrolet,caprice
105000,114000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2008.0,Black, Dubai,S,porsche,cayman
225000,17000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,,Automatic Transmission,GCC Specs,Unknown,Electric,Left Hand Side,2021.0,Grey, Dubai,Long Range,tesla,model-3
495000,38000,Perfect inside and out,Perfect inside and out,Owner,Coupe,12,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2018.0,Green, Dubai,V12 Coupe,aston-martin,db11
36500,42000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2013.0,White, Dubai,GLX 4WD,mitsubishi,asx
74000,99800,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,R-line,volkswagen,tiguan
379000,68000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,500 - 600 HP,Gasoline,Left Hand Side,2017.0,Black, Dubai,Turbo,porsche,panamera
112000,139300,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Srt8,dodge,challenger
189000,44568,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,Blue, Dubai,Xdrive30i,bmw,x3
99000,89000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Grey, Dubai,Platinum,lexus,nx-200t
42000,180803,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2013.0,White, Dubai,C200,mercedes-benz,c-class
99900,18900,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Red, Dubai,Veloce,alfa-romeo,giulietta
199500,16751,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,Standard,audi,q7
190000,88095,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,S,porsche,cayenne
670000,47000,Perfect inside and out,Perfect inside and out,Owner,Coupe,12,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Berlinetta,ferrari,f12
257760,23043,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,E 300,mercedes-benz,e-class
