price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model
47000,157222,Perfect inside and out,"Minor faults, all fixed",Owner,Soft Top Convertible,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Orange, Dubai,Standard,ford,mustang
79000,80069,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,SHO,ford,taurus
40000,74000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,Red, Sharjah,Limited,jeep,compass
48000,180461,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2014.0,White, Sharjah,SV,nissan,pathfinder
55600,119750,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Blue, Dubai,Premium,infiniti,q50
70000,156434,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,318i,bmw,3-series
580000,12000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,S 500,mercedes-benz,s-class
80000,40555,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2014.0,White, Dubai,Sport,jeep,wrangler
79000,135000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Other,audi,s3rs3
99900,54132,"No accidents, very few faults",Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Brown, Dubai,GT Line,peugeot,3008
213000,2136,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Rubicon,jeep,gladiator
27000,159000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2011.0,Grey, Dubai,HSE,land-rover,lr2
145000,152000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2014.0,Black, Sharjah,Vogue HSE,land-rover,range-rover
309000,24000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Other,ford,pickup
650000,100,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,Silver, Dubai,,lexus,lx600
33000,190180,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2011.0,Grey, Dubai,Other,audi,a5
69500,143000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Silver, Dubai,HSE,land-rover,range-rover-sport
45000,208954,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Silver, Dubai,Other,nissan,pathfinder
109000,106000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,HSE Luxury,land-rover,discovery-sport
1079000,19000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,12,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,2019.0,Blue, Dubai,Other,bentley,continental-gt
1630000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,,Yellow, Dubai,Other,lamborghini,urus
85000,76201,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,GLS,mitsubishi,pajero
202752,29,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,European Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Other,land-rover,discovery
49000,230000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,Japanese Specs,Unknown,Gasoline,Left Hand Side,1983.0,Blue, Dubai,E 280,mercedes-benz,e-class
233000,38230,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,North American Specs,400 - 500 HP,Gasoline,Left Hand Side,2020.0,Grey, Dubai,GLE 350,mercedes-benz,gle-class
68000,260000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,White, Dubai,SE,nissan,patrol
59999,149624,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,GLS,mitsubishi,pajero
62000,125000,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Red, Dubai,FX4,ford,f-series-pickup
135000,55000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,12,Automatic Transmission,North American Specs,500 - 600 HP,Gasoline,Left Hand Side,2007.0,Blue, Dubai,Other,bentley,continental-gt
179000,123000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,Black, Dubai,Supercharged,land-rover,range-rover-sport
75000,151502,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2011.0,Blue, Dubai,Other,porsche,panamera
249000,1000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,,Silver, Dubai,SE Platinum,nissan,patrol
78000,63003,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2020.0,White, Dubai,GL,hyundai,tucson
158000,152000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015.0,Black, Sharjah,Autobiography Ultimate Edition,land-rover,range-rover
52000,229000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2012.0,White, Dubai,E 63 AMG,mercedes-benz,e-class
95000,28171,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,1964.0,Blue, Dubai,Other,cadillac,dtsde-ville
19000,154000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2016.0,Black, Sharjah,Standard,peugeot,208
55000,102000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,Sport,ford,edge
14000,184000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Other,Unknown,Gasoline,Left Hand Side,2007.0,Gold, Sharjah,Other,lincoln,town-car
18000,229,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012.0,Black,Abu Dhabi,LTS,ford,escape
600000,15038,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Manual Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,GT3,porsche,carrera
260000,94635,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,Blue, Dubai,Other,bentley,continental-gt
1990000,23523,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,Standard,rolls-royce,cullinan
38000,161000,"No accidents, very few faults","Minor faults, all fixed",Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,GLS,mitsubishi,outlander
82000,69000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,Japanese Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,E400,mercedes-benz,e-class
62000,155000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2006.0,Black, Dubai,SUV,hummer,h2
49900,91503,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015.0,Silver, Dubai,Other,honda,accord
399000,63197,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Black, Abu Dhabi,S,porsche,cayenne
99000,25000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,North American Specs,500 - 600 HP,Gasoline,Left Hand Side,2019.0,Grey, Dubai,SRT 392,dodge,charger
190000,112680,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016.0,Black, Dubai,xDrive50i M Sport,bmw,x5
59900,96000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Black, Dubai,Standard,cadillac,ats
87000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,,Black, Dubai,GLX AT,suzuki,jimny
27000,202000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2013.0,White, Dubai,Limited,ford,edge
2650000,173,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,Other,900+ HP,Gasoline,Left Hand Side,2021.0,Red, Dubai,Other,ferrari,sf90-stradale
28999,150000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Silver, Dubai,SL,nissan,murano
135000,46194,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Black, Dubai,420i,bmw,4-series
120000,30236,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015.0,White, Abu Dhabi,750Li,bmw,7-series
30000,201000,"No accidents, very few faults","Minor faults, all fixed",Owner,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,GLS,hyundai,veloster
288000,81000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,European Specs,Unknown,Gasoline,Left Hand Side,2017.0,Black, Dubai,G 63 AMG,mercedes-benz,g-class
18500,228000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2005.0,Blue, Dubai,Full Option,lexus,rx-series
369000,21000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2013.0,Red, Dubai,F149,ferrari,california
60000,149706,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Silver, Dubai,SL,nissan,pathfinder
1600000,0,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,,Blue, Dubai,Other,mercedes-benz,s-class
85000,32299,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020.0,Red, Abu Dhabi,S 4WD,nissan,x-trail
184000,83200,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,Blue, Dubai,E400,mercedes-benz,e-class
129000,19000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,Black, Ajman,3.8 V6 4WD,hyundai,palisade
385000,30000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,S 560 4MATIC,mercedes-benz,s-class
95000,183000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2013.0,White, Sharjah,GTS,porsche,cayenne
299900,19000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,Blue, Dubai,Xdrive 40i,bmw,x5
33000,105000,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Manual Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2019.0,White, Sharjah,Standard,renault,dokker
1899999,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,European Specs,800 - 900 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,G 63 AMG,mercedes-benz,g-class
585000,72000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2016.0,Red, Dubai,Standard,ferrari,488-gtb
357000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,400 - 500 HP,Diesel,Left Hand Side,,White, Dubai,Other,toyota,land-cruiser
11000,380000,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2008.0,White, Dubai,GL,mitsubishi,lancer
139000,73000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Blue, Dubai,S-line,audi,a8
599000,14000,Perfect inside and out,Perfect inside and out,Owner,Coupe,12,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2017.0,Blue, Dubai,Other,bentley,continental-gt
24500,106000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8,Automatic Transmission,Japanese Specs,300 - 400 HP,Gasoline,Left Hand Side,2006.0,White, Dubai,CLS 500,mercedes-benz,cls-class
276500,57780,Perfect inside and out,Perfect inside and out,Dealer,Other,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,Black, Dubai,S,porsche,cayenne
260000,28478,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Other,bmw,x4
33000,105000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012.0,Burgundy, Sharjah,Other,honda,pilot
72000,52936,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Grey, Dubai,Other,volkswagen,touareg
32000,218000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2006.0,White, Dubai,S 350,mercedes-benz,s-class
18000,191500,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2007.0,Blue, Abu Dhabi,523i,bmw,5-series
75000,167480,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,Xdrive35i,bmw,x6
380000,69000,"No accidents, very few faults",Perfect inside and out,Owner,Coupe,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,S 560 Coupe,mercedes-benz,s-class-coupe
99999,53702,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Grey, Dubai,318i,bmw,3-series
199000,133000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,GLE 450 AMG,mercedes-benz,gle-class
1559000,195,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Grey, Dubai,G 63 AMG,mercedes-benz,g-class
69000,2000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2020.0,White, Sharjah,Other,dodge,charger
76000,68100,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,4,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2019.0,Orange, Dubai,Ecoboost,ford,mustang
314000,49000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,jeep,grand-cherokee
20000,93000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,White, Abu Dhabi,S,nissan,sunny
675000,2000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Hybrid,Left Hand Side,,Green, Dubai,Other,porsche,panamera
36000,69000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,S,nissan,sentra
34500,65000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2018.0,Black, Sharjah,SE,hyundai,sonata
175000,42414,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Blue, Dubai,640i,bmw,6-series
52000,180000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Gold, Ajman,740Li,bmw,7-series
145000,153000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2014.0,White, Dubai,HSE,land-rover,range-rover
39500,85366,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,GLS TOP,hyundai,sonata
210000,63500,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,Xdrive50i,bmw,x6
449000,14,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,,Grey, Dubai,V 250,mercedes-benz,v-class
195000,124000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2017.0,White, Sharjah,Other,mercedes-benz,e-class
85000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,Unknown,Gasoline,Left Hand Side,2020.0,Black, Dubai,Other,mitsubishi,pajero
